VisitId,PersonId,PlaceId,StartTime,EndTime
105,148,20,2020-10-14T17:07:13,2020-10-15T05:45:40
106,115,47,2020-10-11T14:01:24,2020-10-12T08:01:25
107,418,51,2020-10-20T15:17:04,2020-10-21T01:42:01
108,178,29,2020-10-02T08:32:44,2020-10-03T02:22:21
109,221,66,2020-09-29T03:37:46,2020-09-29T05:01:36
110,466,6,2020-10-10T05:04:34,2020-10-11T00:26:50
111,53,44,2020-09-24T02:57:10,2020-09-24T15:05:26
112,250,92,2020-10-18T22:49:58,2020-10-19T17:40:00
113,173,75,2020-10-04T21:23:54,2020-10-05T18:01:48
114,416,95,2020-10-10T03:52:50,2020-10-10T05:11:26
115,4,69,2020-09-28T17:51:05,2020-09-28T20:52:16
116,353,18,2020-10-10T21:35:54,2020-10-10T23:00:48
117,324,11,2020-10-07T21:18:01,2020-10-08T05:34:46
118,494,60,2020-10-20T02:39:52,2020-10-20T08:47:43
119,49,43,2020-09-27T17:55:37,2020-09-28T14:43:42
120,199,85,2020-10-02T09:52:13,2020-10-02T19:25:12
121,266,89,2020-09-29T00:31:53,2020-09-29T22:14:10
122,264,65,2020-10-03T02:45:20,2020-10-04T02:45:19
123,460,53,2020-10-22T05:14:04,2020-10-22T20:45:12
124,197,58,2020-10-23T12:02:09,2020-10-23T18:53:57
125,196,67,2020-10-22T05:31:51,2020-10-22T20:39:26
126,192,73,2020-10-16T16:31:04,2020-10-17T07:37:11
127,461,63,2020-10-04T20:50:23,2020-10-04T22:54:11
128,127,67,2020-10-15T21:00:49,2020-10-16T17:46:33
129,317,83,2020-10-05T18:41:59,2020-10-05T23:37:09
130,359,28,2020-10-01T16:52:10,2020-10-02T01:03:38
131,18,19,2020-10-16T07:39:02,2020-10-17T06:29:24
132,356,10,2020-10-19T10:12:49,2020-10-20T03:57:05
133,279,44,2020-10-16T06:19:42,2020-10-16T11:33:19
134,91,76,2020-10-22T06:52:06,2020-10-22T21:37:02
135,90,11,2020-09-24T12:05:44,2020-09-25T09:44:59
136,456,72,2020-10-15T21:52:27,2020-10-15T22:43:48
137,469,77,2020-10-14T16:05:39,2020-10-15T00:44:43
138,317,81,2020-10-03T15:29:17,2020-10-03T23:29:28
139,377,50,2020-09-26T01:24:05,2020-09-26T16:34:30
140,235,76,2020-10-09T04:53:05,2020-10-09T23:13:36
141,93,8,2020-10-16T19:12:21,2020-10-17T14:04:46
142,149,99,2020-10-19T21:07:02,2020-10-20T00:56:33
143,153,77,2020-10-05T10:48:19,2020-10-06T00:03:51
144,19,75,2020-10-07T04:28:30,2020-10-07T16:19:01
145,490,73,2020-10-17T10:43:54,2020-10-17T20:37:37
146,344,70,2020-10-17T09:27:07,2020-10-18T03:30:45
147,297,83,2020-10-09T04:22:38,2020-10-09T12:33:43
148,126,71,2020-10-23T01:10:49,2020-10-23T19:29:17
149,413,18,2020-10-14T23:51:36,2020-10-15T02:01:55
150,358,1,2020-10-08T11:21:39,2020-10-08T21:27:50
151,344,59,2020-09-24T14:12:45,2020-09-24T15:26:00
152,179,25,2020-09-30T05:15:24,2020-09-30T15:53:31
153,176,69,2020-10-01T11:48:00,2020-10-01T21:03:18
154,290,16,2020-10-18T22:56:23,2020-10-19T14:30:19
155,83,53,2020-10-10T15:35:11,2020-10-11T14:50:55
156,395,77,2020-10-13T15:15:18,2020-10-14T02:18:36
157,483,75,2020-10-08T20:44:29,2020-10-09T00:22:41
158,491,23,2020-10-23T16:22:55,2020-10-24T10:02:22
159,64,2,2020-10-11T16:15:23,2020-10-11T18:24:22
160,155,87,2020-10-10T09:43:36,2020-10-11T07:40:02
161,107,48,2020-10-22T14:45:24,2020-10-22T20:05:07
162,86,18,2020-10-16T14:25:48,2020-10-17T01:50:27
163,277,93,2020-10-14T02:25:41,2020-10-14T23:28:15
164,14,77,2020-10-06T03:03:36,2020-10-06T18:09:16
165,158,18,2020-10-13T06:44:04,2020-10-13T14:01:59
166,28,55,2020-10-21T23:04:37,2020-10-22T08:14:57
167,205,31,2020-09-25T03:59:07,2020-09-26T03:38:42
168,378,11,2020-10-12T08:13:30,2020-10-12T22:56:16
169,165,12,2020-10-13T22:23:50,2020-10-14T12:36:41
170,216,75,2020-10-06T00:50:08,2020-10-06T12:37:42
171,49,95,2020-10-10T01:25:44,2020-10-10T18:50:42
172,372,21,2020-10-19T14:42:59,2020-10-20T07:51:25
173,451,65,2020-10-19T05:10:08,2020-10-19T22:12:27
174,474,80,2020-10-13T04:17:12,2020-10-13T08:01:06
175,25,38,2020-10-06T00:32:36,2020-10-06T08:59:40
176,371,84,2020-10-23T17:16:21,2020-10-23T17:26:12
177,395,36,2020-10-08T18:06:45,2020-10-09T01:57:57
178,469,87,2020-10-05T20:46:23,2020-10-06T10:34:33
179,341,100,2020-10-06T20:09:31,2020-10-07T13:23:50
180,374,75,2020-10-18T07:57:23,2020-10-18T09:57:28
181,118,65,2020-10-05T07:22:41,2020-10-05T12:14:51
182,395,51,2020-10-15T11:59:54,2020-10-15T12:34:28
183,262,56,2020-09-27T13:26:51,2020-09-27T23:24:11
184,255,20,2020-10-19T06:58:18,2020-10-19T18:15:12
185,372,71,2020-09-29T15:33:11,2020-09-30T02:28:57
186,360,10,2020-10-04T10:56:27,2020-10-05T07:24:07
187,16,68,2020-10-07T10:02:52,2020-10-07T17:00:49
188,34,41,2020-10-09T08:06:03,2020-10-10T04:19:12
189,18,29,2020-10-17T01:01:27,2020-10-17T14:54:20
190,107,99,2020-09-27T18:53:30,2020-09-28T04:10:19
191,259,28,2020-10-23T16:52:25,2020-10-23T20:38:22
192,105,13,2020-09-28T16:55:45,2020-09-29T06:45:26
193,393,25,2020-10-22T02:55:14,2020-10-22T04:57:51
194,230,69,2020-09-28T11:34:23,2020-09-29T06:13:56
195,311,34,2020-10-02T17:49:20,2020-10-03T07:15:11
196,314,61,2020-09-30T12:02:35,2020-09-30T22:27:56
197,111,64,2020-10-20T02:24:39,2020-10-20T18:59:09
198,96,82,2020-09-24T23:11:33,2020-09-25T16:01:23
199,498,63,2020-10-07T06:40:11,2020-10-07T23:44:06
200,20,57,2020-10-08T05:09:56,2020-10-09T01:57:36
201,416,100,2020-10-04T14:06:17,2020-10-05T04:59:07
202,168,59,2020-10-13T18:56:12,2020-10-14T08:25:22
203,87,70,2020-10-11T05:16:34,2020-10-11T07:15:29
204,152,45,2020-09-26T23:42:19,2020-09-27T11:04:29
205,108,94,2020-10-02T15:59:54,2020-10-03T15:17:32
206,369,30,2020-10-22T01:48:22,2020-10-22T13:52:15
207,81,5,2020-09-28T04:49:08,2020-09-28T21:05:46
208,362,86,2020-10-02T12:29:15,2020-10-03T04:45:28
209,309,54,2020-10-22T12:53:03,2020-10-22T13:58:24
210,494,94,2020-09-26T08:50:35,2020-09-26T11:14:46
211,448,98,2020-10-09T09:06:01,2020-10-10T02:18:01
212,211,72,2020-10-05T14:26:18,2020-10-06T03:04:42
213,363,79,2020-10-11T18:20:39,2020-10-11T23:49:30
214,55,44,2020-10-20T22:41:56,2020-10-21T00:38:44
215,292,10,2020-09-29T16:03:49,2020-09-29T23:13:09
216,302,17,2020-10-01T06:47:01,2020-10-02T03:29:08
217,90,20,2020-09-26T02:24:33,2020-09-26T09:00:10
218,212,80,2020-09-28T13:08:28,2020-09-29T07:52:26
219,443,17,2020-10-13T22:29:14,2020-10-14T13:54:03
220,12,67,2020-10-11T15:50:06,2020-10-12T10:47:13
221,287,41,2020-10-02T21:41:01,2020-10-03T18:09:30
222,206,40,2020-10-02T17:29:40,2020-10-03T01:38:17
223,27,57,2020-10-19T17:25:04,2020-10-20T08:56:56
224,369,86,2020-10-09T01:43:07,2020-10-09T13:13:43
225,462,17,2020-09-27T10:11:09,2020-09-28T05:14:31
226,426,18,2020-10-23T17:09:36,2020-10-24T13:06:04
227,200,61,2020-09-26T18:13:38,2020-09-27T14:27:37
228,248,49,2020-09-27T06:25:11,2020-09-28T03:29:26
229,112,76,2020-09-28T14:22:25,2020-09-29T08:56:19
230,363,70,2020-10-12T17:15:24,2020-10-13T07:37:48
231,490,61,2020-10-09T19:16:48,2020-10-10T02:12:53
232,378,95,2020-09-30T18:17:25,2020-10-01T13:19:15
233,77,14,2020-10-04T12:46:57,2020-10-04T14:59:13
234,360,66,2020-09-25T04:04:24,2020-09-25T06:14:29
235,439,76,2020-10-12T11:01:06,2020-10-13T01:20:10
236,185,4,2020-09-28T03:41:33,2020-09-28T07:58:02
237,40,86,2020-09-24T13:24:49,2020-09-25T08:26:26
238,92,38,2020-10-06T04:25:32,2020-10-06T13:25:00
239,175,74,2020-10-20T02:52:10,2020-10-20T04:11:10
240,199,41,2020-10-09T15:43:21,2020-10-09T19:28:22
241,80,31,2020-10-05T14:28:21,2020-10-06T05:13:22
242,243,14,2020-10-05T22:08:59,2020-10-06T06:38:17
243,459,94,2020-10-12T14:42:31,2020-10-13T09:18:31
244,212,22,2020-10-04T10:59:07,2020-10-04T22:20:20
245,367,92,2020-10-18T14:16:00,2020-10-18T18:07:03
246,318,8,2020-09-30T03:52:33,2020-09-30T13:09:43
247,294,63,2020-10-16T00:42:06,2020-10-16T21:46:46
248,488,73,2020-09-28T20:09:27,2020-09-29T10:57:54
249,131,15,2020-09-26T20:02:10,2020-09-27T01:38:57
250,440,62,2020-10-19T12:51:40,2020-10-20T05:13:18
251,324,55,2020-09-28T20:11:06,2020-09-28T20:22:02
252,174,8,2020-10-04T02:36:36,2020-10-04T21:42:42
253,334,92,2020-09-29T13:11:47,2020-09-30T01:05:07
254,378,73,2020-10-15T10:04:03,2020-10-15T18:01:16
255,411,28,2020-09-30T16:49:26,2020-10-01T13:27:39
256,89,96,2020-09-24T13:37:19,2020-09-24T21:20:37
257,184,99,2020-09-26T07:56:19,2020-09-26T19:06:23
258,340,86,2020-10-01T07:49:03,2020-10-01T15:33:24
259,58,84,2020-10-17T05:38:03,2020-10-17T05:45:33
260,315,59,2020-10-17T16:45:27,2020-10-18T10:02:13
261,85,71,2020-10-21T19:20:28,2020-10-22T05:28:31
262,404,6,2020-09-25T01:15:18,2020-09-25T05:28:12
263,207,85,2020-10-21T17:31:42,2020-10-22T17:16:28
264,478,38,2020-10-10T15:43:50,2020-10-10T17:03:26
265,486,29,2020-10-02T16:06:16,2020-10-03T14:20:24
266,139,46,2020-09-30T12:29:36,2020-09-30T15:48:48
267,343,24,2020-10-07T20:53:22,2020-10-08T11:14:08
268,215,59,2020-09-25T23:37:29,2020-09-26T12:37:56
269,207,97,2020-10-19T03:44:28,2020-10-19T16:35:48
270,197,59,2020-09-29T09:43:33,2020-09-29T09:46:39
271,373,27,2020-10-12T13:15:45,2020-10-12T18:02:25
272,218,35,2020-10-12T04:35:56,2020-10-12T16:28:16
273,325,49,2020-10-09T02:30:08,2020-10-09T21:02:37
274,272,75,2020-10-19T04:43:18,2020-10-19T21:06:03
275,283,5,2020-09-24T09:35:00,2020-09-24T16:26:02
276,282,36,2020-10-17T10:13:53,2020-10-17T11:47:55
277,492,30,2020-10-01T02:32:26,2020-10-01T15:50:32
278,435,37,2020-10-14T07:02:18,2020-10-14T23:03:35
279,301,52,2020-09-25T18:27:20,2020-09-26T10:39:23
280,26,91,2020-10-11T01:26:07,2020-10-11T01:41:50
281,229,39,2020-10-16T12:46:04,2020-10-16T15:06:48
282,384,27,2020-10-23T01:54:54,2020-10-23T09:35:59
283,462,85,2020-10-22T22:49:31,2020-10-23T07:20:00
284,462,92,2020-09-26T09:23:59,2020-09-27T07:58:21
285,146,73,2020-10-22T21:34:47,2020-10-23T16:16:37
286,163,79,2020-09-30T17:13:23,2020-10-01T12:21:05
287,346,99,2020-10-10T17:58:36,2020-10-11T08:26:29
288,193,32,2020-10-04T01:16:31,2020-10-04T03:40:36
289,411,75,2020-09-26T17:04:23,2020-09-27T06:03:20
290,349,9,2020-10-17T12:59:27,2020-10-17T13:56:03
291,127,73,2020-10-06T20:07:28,2020-10-07T16:43:16
292,450,82,2020-10-21T22:21:54,2020-10-22T16:50:55
293,327,88,2020-10-08T19:36:04,2020-10-09T00:50:51
294,120,35,2020-10-19T12:55:16,2020-10-20T10:08:08
295,45,41,2020-09-24T02:56:59,2020-09-24T21:27:31
296,194,71,2020-10-18T14:20:00,2020-10-19T08:57:09
297,397,46,2020-10-18T08:28:08,2020-10-18T22:28:53
298,465,101,2020-10-21T08:57:56,2020-10-22T05:12:56
299,466,69,2020-10-23T19:16:22,2020-10-23T19:36:23
300,324,17,2020-10-21T06:29:07,2020-10-21T16:54:45
301,498,96,2020-10-14T13:16:52,2020-10-15T13:08:58
302,123,4,2020-10-23T19:25:32,2020-10-24T07:45:48
303,341,48,2020-10-17T00:38:10,2020-10-17T17:45:18
304,482,28,2020-10-20T08:26:14,2020-10-20T20:34:20
305,388,39,2020-09-26T00:54:57,2020-09-26T07:37:49
306,97,36,2020-10-11T04:11:06,2020-10-12T01:12:06
307,52,34,2020-10-20T18:54:35,2020-10-21T14:31:15
308,145,29,2020-09-26T09:31:00,2020-09-26T17:49:12
309,228,23,2020-10-03T17:18:49,2020-10-04T14:41:18
310,311,78,2020-10-21T17:35:44,2020-10-22T17:12:34
311,445,73,2020-09-29T05:06:46,2020-09-29T12:27:25
312,61,80,2020-09-26T05:00:54,2020-09-26T17:33:09
313,46,96,2020-10-18T03:13:19,2020-10-18T12:51:16
314,141,21,2020-09-28T10:09:51,2020-09-29T02:00:12
315,194,97,2020-10-12T11:29:21,2020-10-13T09:38:33
316,185,81,2020-10-10T09:55:42,2020-10-11T00:03:36
317,160,52,2020-10-05T18:45:32,2020-10-05T22:34:25
318,206,2,2020-09-29T10:36:42,2020-09-30T06:35:27
319,113,57,2020-09-24T09:27:13,2020-09-24T09:39:23
320,61,44,2020-10-07T11:06:10,2020-10-08T01:21:01
321,4,82,2020-09-27T03:06:29,2020-09-27T09:00:28
322,326,92,2020-10-05T14:00:01,2020-10-05T16:46:46
323,500,59,2020-10-14T02:21:40,2020-10-14T04:40:45
324,71,50,2020-10-18T12:43:17,2020-10-18T16:20:24
325,44,2,2020-10-01T22:52:42,2020-10-02T21:35:06
326,166,66,2020-10-20T01:32:30,2020-10-20T02:53:49
327,255,61,2020-10-09T10:08:41,2020-10-09T14:01:35
328,189,20,2020-10-21T03:50:32,2020-10-21T17:46:18
329,36,38,2020-10-08T01:37:01,2020-10-08T15:40:14
330,485,38,2020-10-21T19:20:01,2020-10-22T00:51:23
331,145,54,2020-10-11T04:41:39,2020-10-11T23:27:01
332,273,17,2020-10-15T20:13:19,2020-10-16T13:07:48
333,307,47,2020-10-05T21:40:29,2020-10-06T20:32:35
334,417,57,2020-09-30T18:41:04,2020-09-30T19:21:32
335,371,44,2020-10-05T04:26:31,2020-10-05T05:06:17
336,8,29,2020-09-24T21:56:08,2020-09-25T06:45:35
337,434,95,2020-09-25T00:05:20,2020-09-25T12:09:08
338,58,64,2020-09-26T01:49:03,2020-09-26T14:42:40
339,407,69,2020-09-27T09:57:07,2020-09-28T00:06:24
340,462,101,2020-10-09T07:19:00,2020-10-09T22:48:11
341,290,33,2020-09-30T06:21:16,2020-09-30T10:55:38
342,495,58,2020-10-05T19:39:43,2020-10-06T04:54:07
343,499,65,2020-10-10T07:23:49,2020-10-10T19:10:55
344,168,32,2020-10-23T16:31:49,2020-10-24T16:29:56
345,292,73,2020-09-25T15:55:01,2020-09-25T18:12:34
346,210,40,2020-09-25T21:04:23,2020-09-26T16:15:02
347,207,33,2020-10-18T11:38:46,2020-10-19T05:55:15
348,418,57,2020-10-08T12:36:02,2020-10-08T20:48:39
349,399,65,2020-10-07T06:56:00,2020-10-08T05:40:31
350,40,74,2020-10-15T15:13:41,2020-10-16T01:07:01
351,423,69,2020-10-16T01:15:57,2020-10-16T15:43:46
352,309,29,2020-10-14T07:59:51,2020-10-14T10:16:09
353,484,2,2020-10-04T17:18:19,2020-10-05T00:24:41
354,71,84,2020-10-14T17:05:40,2020-10-15T05:49:59
355,468,50,2020-10-12T22:04:53,2020-10-13T19:35:21
356,263,33,2020-10-19T06:54:22,2020-10-20T02:19:50
357,21,82,2020-10-06T04:12:07,2020-10-06T12:06:14
358,19,3,2020-09-28T15:45:37,2020-09-29T08:11:12
359,56,95,2020-10-24T00:01:17,2020-10-24T09:18:35
360,488,50,2020-10-06T21:04:35,2020-10-07T18:29:41
361,282,29,2020-10-03T09:14:55,2020-10-03T16:05:54
362,238,65,2020-10-21T01:04:16,2020-10-21T07:27:39
363,273,93,2020-10-13T03:48:53,2020-10-13T15:58:56
364,455,16,2020-10-13T22:40:42,2020-10-14T04:49:11
365,227,13,2020-10-17T21:16:19,2020-10-18T20:53:09
366,74,5,2020-10-16T09:24:30,2020-10-17T09:12:20
367,18,4,2020-09-26T09:41:13,2020-09-26T23:54:10
368,115,2,2020-09-24T20:51:04,2020-09-25T08:25:03
369,158,100,2020-10-10T04:56:55,2020-10-10T10:51:49
370,297,18,2020-09-26T12:36:08,2020-09-27T05:35:11
371,404,20,2020-09-25T03:32:37,2020-09-25T08:16:51
372,67,39,2020-10-16T01:40:19,2020-10-16T06:55:12
373,356,20,2020-09-24T11:55:09,2020-09-25T09:01:22
374,311,24,2020-09-26T18:51:46,2020-09-27T14:19:54
375,61,21,2020-10-11T07:12:40,2020-10-11T14:35:05
376,494,41,2020-09-24T06:01:51,2020-09-24T07:50:13
377,468,30,2020-10-09T06:53:19,2020-10-09T17:30:04
378,250,25,2020-09-26T13:15:50,2020-09-26T16:58:06
379,473,78,2020-10-04T14:08:46,2020-10-05T02:26:10
380,22,37,2020-09-24T00:25:52,2020-09-24T06:08:34
381,236,30,2020-09-27T08:56:40,2020-09-27T14:45:03
382,486,57,2020-09-28T01:42:57,2020-09-28T22:12:25
383,119,42,2020-10-11T18:36:07,2020-10-12T09:30:09
384,204,50,2020-10-13T14:00:01,2020-10-13T23:21:13
385,307,8,2020-10-14T07:47:12,2020-10-15T04:21:11
386,346,86,2020-10-21T12:30:19,2020-10-22T09:00:56
387,486,74,2020-10-01T08:35:19,2020-10-02T02:53:20
388,79,49,2020-10-21T07:01:40,2020-10-21T13:46:44
389,414,46,2020-10-16T17:46:19,2020-10-16T18:19:00
390,158,2,2020-10-07T13:23:01,2020-10-08T00:04:57
391,372,38,2020-10-04T23:02:15,2020-10-05T17:04:28
392,170,85,2020-09-29T14:06:39,2020-09-30T01:33:07
393,477,93,2020-09-24T03:38:26,2020-09-25T00:59:50
394,476,92,2020-09-28T07:50:12,2020-09-28T12:03:13
395,296,65,2020-10-05T19:25:18,2020-10-06T04:29:15
396,488,21,2020-10-01T20:31:21,2020-10-02T05:27:55
397,380,78,2020-09-24T10:29:53,2020-09-24T22:33:33
398,500,9,2020-10-10T01:33:16,2020-10-10T20:05:15
399,370,78,2020-10-19T15:40:33,2020-10-19T23:21:35
400,401,95,2020-10-21T07:40:44,2020-10-21T21:33:42
401,128,84,2020-10-17T17:05:24,2020-10-18T13:12:41
402,368,73,2020-09-25T23:17:02,2020-09-26T16:57:23
403,50,80,2020-10-23T23:34:49,2020-10-24T13:32:37
404,338,56,2020-10-18T18:37:03,2020-10-18T21:50:58
405,411,20,2020-10-14T21:37:06,2020-10-15T19:14:19
406,99,12,2020-09-24T23:08:11,2020-09-25T05:04:55
407,346,27,2020-10-14T15:52:42,2020-10-15T08:31:56
408,5,24,2020-09-25T11:09:41,2020-09-26T07:26:06
409,240,9,2020-10-19T15:18:31,2020-10-19T19:08:54
410,472,91,2020-10-18T08:04:12,2020-10-19T05:34:35
411,321,66,2020-09-26T22:12:43,2020-09-27T08:57:26
412,292,6,2020-10-14T20:58:25,2020-10-15T01:47:18
413,273,88,2020-10-09T16:38:37,2020-10-09T19:02:52
414,188,28,2020-10-10T00:40:18,2020-10-10T13:31:24
415,6,18,2020-10-16T05:34:05,2020-10-16T19:23:43
416,200,73,2020-10-12T12:58:47,2020-10-13T12:46:31
417,264,34,2020-10-11T20:39:01,2020-10-12T14:40:03
418,53,78,2020-09-27T11:30:11,2020-09-27T17:24:38
419,276,55,2020-09-24T15:14:41,2020-09-25T06:21:23
420,468,12,2020-09-29T05:39:20,2020-09-29T22:31:03
421,161,76,2020-10-13T02:49:36,2020-10-13T23:14:31
422,381,55,2020-10-15T13:11:05,2020-10-16T12:47:36
423,190,80,2020-10-17T04:26:31,2020-10-17T10:52:38
424,185,53,2020-10-23T00:27:20,2020-10-23T06:03:28
425,356,74,2020-09-28T22:15:47,2020-09-29T15:45:01
426,125,68,2020-10-14T00:01:41,2020-10-14T23:56:41
427,344,50,2020-10-17T08:25:18,2020-10-17T16:11:01
428,413,36,2020-10-09T18:10:36,2020-10-10T01:13:56
429,356,3,2020-10-19T17:13:16,2020-10-19T18:49:42
430,112,88,2020-10-16T10:26:05,2020-10-16T22:24:58
431,441,77,2020-10-08T14:45:11,2020-10-08T21:26:36
432,342,82,2020-09-25T15:19:51,2020-09-25T17:04:39
433,242,4,2020-10-02T22:53:38,2020-10-03T09:56:43
434,470,52,2020-10-06T08:25:20,2020-10-06T18:06:24
435,461,100,2020-10-08T04:30:48,2020-10-08T10:39:58
